TICKETID;ASSETNUM;DESCRIPTION;CLASSSTRUCTUREID;REPORTDATE;REPORTEDBY;SITEID;STATUS;STATUSDATE
1946067;13010;-;1680;10/2/2024 9:42 AM;0056705;;CLOSED;1/5/2025 10:26 PM
1946280;4991;Botiquin mal;2018;10/2/2024 7:17 PM;0019416;;CLOSED;1/26/2025 3:32 PM
1953049;4042;Vehiculo 4042 supera 60 dias sin descargar. Ultima registrada el 06/08/2024;4124;10/14/2024 7:01 AM;MAXADMIN;;CLOSED;2/2/2025 2:46 PM
1947450;13006;LAVADO CARROCERIA MENSUAL;;10/4/2024 12:38 PM;351;;CLOSED;1/26/2025 2:54 PM
1950853;10065;Vehiculo 10065 supera 80 dias sin descargar. Ultima registrada el 14/07/2024;4125;10/10/2024 7:01 AM;MAXADMIN;;CLOSED;1/12/2025 4:37 PM
1926929;3847;Esquina trasera izquierda toda llena de golpes defensa rota  foco y esquina derecha con golpe tambié;4070;8/31/2024 10:26 AM;0034595;;NOPRO;8/31/2024 9:13 PM
1926574;11169;¿gasta mal ruedas?;1818;8/30/2024 4:54 PM;0038967;;CLOSED;1/5/2025 10:08 PM
1949798;10561;-;1680;10/8/2024 9:48 PM;0009126;;CLOSED;1/19/2025 4:03 PM
1936036;4340;Vehiculo 4340 supera 80 dias sin descargar. Ultima registrada el 17/06/2024;4125;9/16/2024 7:01 AM;MAXADMIN;;CLOSED;1/19/2025 2:49 PM
1936097;10646;Manguera rota para cargarlo de agua;1740;9/16/2024 7:24 AM;0051864;;CLOSED;1/5/2025 11:11 PM
1936147;11988;Espejo retrovisor izquierdo está flojo y se dobla hacia el exterior cuando coges velocidad.;2026;9/16/2024 11:08 AM;0012274;;CLOSED;12/29/2024 3:36 PM
1936291;10794;Radio mal;1682;9/16/2024 5:50 PM;0012764;;CLOSED;1/19/2025 2:50 PM
1936387;11281;Se ha llevado hoy a la mañana al taller pero vuelve a amenazar con cortar potencia.;4337;9/16/2024 10:12 PM;0006858;;CLOSED;1/5/2025 7:44 PM
1936388;11281;No funciona calefacción asiento conductor;1742;9/16/2024 10:12 PM;0006858;;CLOSED;12/29/2024 3:35 PM
1935268;13022;Detector humos colgando.;1736;9/14/2024 8:57 PM;0030371;;CLOSED;1/19/2025 2:51 PM
1935269;13022;No funciona la ventanilla puerta conductor( ni sube ni baja )  Detectores de maleteros colgando;1779;9/14/2024 8:57 PM;0030371;;CLOSED;1/19/2025 2:52 PM
1921080;4336;trampilla derecha ( alarma que va y viene continuamente desde hace un par de días);1636;8/20/2024 11:37 AM;0038752;;CLOSED;1/26/2025 3:50 PM
1921837;10371;tiene un crujido continuo en la parte derecha.;1555;8/21/2024 10:03 PM;0008949;;CLOSED;12/15/2024 4:34 PM
1943810;4042;Puerta WC mal???;1742;9/28/2024 11:58 PM;0038755;;CLOSED;2/2/2025 2:46 PM
1944131;10561;no funciona error en pantalla no marca actividad;1694;9/29/2024 12:12 PM;0004373;;CLOSED;1/19/2025 4:03 PM
1944202;11163;Alerta de forro de frenos;1634;9/29/2024 7:42 PM;0002969;;CLOSED;9/30/2024 12:28 PM
1944667;3772;Sustituir ruedas delanteras.;1818;9/30/2024 11:28 AM;0012348;;CLOSED;2/2/2025 4:49 PM
1952939;4995;Vehiculo 4995 supera 80 dias sin descargar. Ultima registrada el 15/07/2024;4125;10/14/2024 7:01 AM;MAXADMIN;;CLOSED;2/16/2025 4:09 PM
1952984;10411;Vehiculo 10411 supera 80 dias sin descargar. Ultima registrada el 25/07/2024;4125;10/14/2024 7:01 AM;MAXADMIN;;CLOSED;1/19/2025 3:50 PM
1953029;4345;Vehiculo 4345 supera 60 dias sin descargar. Ultima registrada el 02/08/2024;4124;10/14/2024 7:01 AM;MAXADMIN;;RESOLVED;10/16/2024 2:33 PM
1953097;10799;Vehiculo 10799 supera 60 dias sin descargar. Ultima registrada el 12/08/2024;4124;10/14/2024 7:02 AM;MAXADMIN;;RESOLVED;10/18/2024 10:44 AM
1953306;11281;-;1799;10/14/2024 3:37 PM;0031740;;CLOSED;3/2/2025 2:52 PM
1922138;10407;Fuga agua;1522;8/22/2024 9:29 AM;0000091;;CLOSED;2/9/2025 2:37 PM
1922139;10407;Fuga de mucha agua por las bandejas superiores, incluído el puesto del conductor.;1590;8/22/2024 9:29 AM;0000091;;CLOSED;2/9/2025 2:37 PM
1922140;10407;Los neumáticos delanteros a partir de 80 km/h provocan un ruido ensordecedor.;1818;8/22/2024 9:29 AM;0000091;;CLOSED;2/9/2025 2:37 PM
1945914;10638;Vehiculo 10638 supera 80 dias sin descargar. Ultima registrada el 11/04/2024;4125;10/2/2024 7:00 AM;MAXADMIN;;RESOLVED;10/2/2024 7:22 AM
1949592;10413;Bloquear/activar a nueva empresa ENATCAR-;4340;10/8/2024 12:00 PM;DYS;;CLOSED;1/19/2025 2:52 PM
1952571;3749;Secador de aire comprimido averiado, testigo encendido en amarillo;1636;10/13/2024 2:11 PM;0030696;;CLOSED;2/9/2025 2:39 PM
1932007;11176;Depósito wc que contiene el agua para suministro, está caído y sale mensaje de error en el display.;1740;9/9/2024 1:48 PM;0056038;;CLOSED;2/2/2025 2:43 PM
1938174;13011;LAVADO CARROCERIA MENSUAL;;9/19/2024 12:40 PM;351;;CLOSED;1/5/2025 6:14 PM
1953152;13422;Rueda cervi de la izquierda está muy canteada por dentro y por fuera de la banda de rodadura  estan;1818;10/14/2024 8:44 AM;0032112;;CLOSED;2/2/2025 2:44 PM
1953214;10439;la climatización no funciona se resetea en vehículo y al rato vuelve a marcar avería;1594;10/14/2024 11:16 AM;0018335;;CLOSED;2/2/2025 6:16 PM
1958324;10664;Espejo interior roto;1742;10/22/2024 7:44 AM;0017438;;CLOSED;2/2/2025 6:15 PM
1958325;10664;Cervi trasera derecha pinchada/Rueda pinchada;1816;10/22/2024 7:44 AM;0017438;;CLOSED;2/2/2025 3:46 PM
1958433;10438;¿reclinable?;1720;10/22/2024 1:00 PM;0002078;;CLOSED;2/2/2025 7:01 PM
1946049;11281;fallo regenerador gases de escape, limitación de potencia. no pasaba de 3ª. Rearrancado igual.;1636;10/2/2024 8:59 AM;0030867;;CLOSED;1/12/2025 2:46 PM
1946050;11281;de noche al bajar luz cuadro, no sincroniza con luz tacografo. hay que subir para que baje;1742;10/2/2024 8:59 AM;0030867;;NOPRO;10/2/2024 2:40 PM
1946051;11281;aguas grises a tope, muy mal olor al inicio.;4062;10/2/2024 8:59 AM;0030867;;NOPRO;10/2/2024 2:41 PM
1946071;10414;Maletero mal;1781;10/2/2024 9:48 AM;0054957;;CLOSED;1/26/2025 3:21 PM
1946313;13061;Sensor cambio de carril,avisa en amarillo de que no funciona.;1636;10/2/2024 9:18 PM;0037699;;CLOSED;1/12/2025 3:50 PM
1945457;3704;Maletero mal???;1781;10/1/2024 4:00 PM;0014708;;CLOSED;1/5/2025 10:26 PM
0203-2024-001340;3333;ROCE LATERAL;1845;10/10/2024 9:32 PM;MXINTADM;368;RESOLVED;11/18/2025 7:43 AM
1946315;11283;MARCA FALLO LUCES EXTERIORES MAL;;10/2/2024 9:20 PM;1795;;CLOSED;1/12/2025 2:33 PM
1927519;3768;"No entra agua en el depósito 
HUELE MUY MAL";1738;9/1/2024 9:56 PM;0007767;;RESOLVED;9/2/2024 7:12 AM
1950155;4995;Vehiculo 4995 supera 80 dias sin descargar. Ultima registrada el 15/07/2024;4125;10/9/2024 7:01 AM;MAXADMIN;;CLOSED;2/16/2025 4:09 PM
1950178;10648;delantero derecho gasta mal;1818;10/9/2024 7:25 AM;0006524;;CLOSED;1/19/2025 3:42 PM
1950185;13057;No detecta presión ruedas;1636;10/9/2024 7:40 AM;0030712;;CLOSED;11/6/2024 6:44 AM
1950214;3704;El desagüe del lavabo de manos no desagua correctamente y tiende a llenarse;1740;10/9/2024 8:58 AM;0002078;;CLOSED;1/19/2025 4:02 PM
1955491;13243;Entra bastante agua tanto de lluvia como al lavarlo maleteros;1783;10/17/2024 2:15 PM;0057839;;CLOSED;2/23/2025 4:54 PM
1936800;13095;el brazo del espejo del lado del conductor se mueve bastante.;2026;9/17/2024 11:26 AM;0062109;;CLOSED;8/31/2025 8:39 PM
1935270;13022;Cervi lado derecho desgaste lado exterior planos;1818;9/14/2024 8:57 PM;0030371;;CLOSED;12/29/2024 4:18 PM
1923293;10430;frontal del coche con golpe y muy estado estado de puntura, lateral izquierdo muy rozado, porton de;4070;8/24/2024 11:44 AM;0060227;;CLOSED;12/1/2024 8:31 PM
1923301;13023;Desgaste anormal de rueda;1818;8/24/2024 12:16 PM;0015071;;CLOSED;12/1/2024 7:52 PM
1923304;10647;está en muy mal estado ver para creer;1775;8/24/2024 12:54 PM;0012143;;CLOSED;1/5/2025 7:42 PM
1923355;10797;"carcasa aire acondicionado,
la arranca el viento";4070;8/24/2024 5:18 PM;0019615;;CLOSED;1/19/2025 2:50 PM
1923434;10065;la 1 no la coge. Da problemas para salir, sobre todo en pendientes.;1534;8/24/2024 11:26 PM;0038913;;CLOSED;12/15/2024 4:39 PM
1923487;13421;servi de la derecha desgaste anormal;1818;8/25/2024 6:35 AM;0050771;;CLOSED;12/22/2024 4:04 PM
1960435;3692;Avería motor. Y medidor de combustible. Puede marcar lleno como marca vacío;1636;10/25/2024 4:23 PM;0039769;;CLOSED;2/9/2025 3:17 PM
1974721;10822;Ha saltado el aviso de que el sistema de refrigeración en zona de pasajeros no funciona;1598;11/17/2024 6:33 PM;0015382;;CLOSED;2/23/2025 4:58 PM
1964851;10394;servicio de refrigeración averiado;1594;11/2/2024 6:34 PM;0019984;;CLOSED;2/23/2025 4:51 PM
1964900;11163;-;1567;11/3/2024;0002969;;CLOSED;2/23/2025 2:55 PM
1970391;13023;-;1932;11/11/2024 6:19 PM;0006504;;NOPRO;11/12/2024 7:19 AM
1966535;10409;Butaca 55 rota;1720;11/5/2024 1:20 PM;0013623;;CLOSED;2/23/2025 3:26 PM
1962470;13057;REPARAR IMPACTOS LUNA;;10/29/2024 12:35 PM;ALM362;;CLOSED;2/2/2025 5:06 PM
1966534;10409;Se sale el agua al suelo del baño;1738;11/5/2024 1:19 PM;0013623;;CLOSED;2/23/2025 3:26 PM
1967407;10382;Sistema de ventilación averiado;1596;11/6/2024 9:48 PM;0032700;;CLOSED;2/16/2025 2:37 PM
1967408;10382;Enchufes de asientos 7,8,11,12, no funcionan;1678;11/6/2024 9:48 PM;0032700;;CLOSED;2/16/2025 2:28 PM
1964767;11988;-;1656;11/2/2024 11:04 AM;0039444;;CLOSED;2/23/2025 4:14 PM
1964897;10562;NEUMATICOS \ DESG;1818;11/2/2024 11:38 PM;0060248;;CLOSED;2/23/2025 4:51 PM
1965120;13062;Vehiculo 13062 supera 80 dias sin descargar. Ultima registrada el 24/06/2024;4125;11/3/2024 7:00 AM;MAXADMIN;;CLOSED;12/1/2024 8:21 PM
1965715;13005;alternador 3 averiado;1632;11/4/2024 9:33 AM;0015154;;CLOSED;2/23/2025 4:02 PM
1970338;11162;hay puesta una bolsa en el lado izquierdo del depósito del gasoil y en Ponferrada no ha leído los t;1526;11/11/2024 4:04 PM;0053528;;RESOLVED;11/19/2024 12:15 PM
1965845;4688;fuga de aire en los ejes traseros, al echar el freno de mano y al hacer uso de;4262;11/4/2024 3:16 PM;0032628;;CLOSED;3/2/2025 3:25 PM
1974107;3665;Abs asr se enciende también las pastillas del freno;1630;11/16/2024 2:01 PM;0036202;;CLOSED;4/6/2025 4:15 PM
1978433;10369;-;1808;11/22/2024 5:58 PM;0008516;;CLOSED;3/24/2025 2:26 AM
1963574;13062;Vehiculo 13062 supera 80 dias sin descargar. Ultima registrada el 24/06/2024;4125;10/31/2024 7:00 AM;MAXADMIN;;CLOSED;12/2/2024 8:21 AM
1975182;3855;Vehiculo 3855 supera 80 dias sin descargar. Ultima registrada el 26/08/2024;4125;11/18/2024 7:01 AM;MAXADMIN;;RESOLVED;11/18/2024 7:44 AM
1968101;10365;-;1636;11/7/2024 7:57 PM;0032105;;NOPRO;11/8/2024 6:57 AM
1975190;3770;Vehiculo 3770 supera 80 dias sin descargar. Ultima registrada el 28/08/2024;4125;11/18/2024 7:01 AM;MAXADMIN;;CLOSED;3/2/2025 3:19 PM
1975198;13563;Vehiculo 13563 supera 80 dias sin descargar. Ultima registrada el 29/08/2024;4125;11/18/2024 7:01 AM;MAXADMIN;;CLOSED;3/9/2025 2:53 PM
1975264;13008;inflar por favdel segundo eje la derecha exterior;1816;11/18/2024 10:27 AM;0009126;;CLOSED;2/23/2025 4:18 PM
1975412;4941;Tirones al cambiar de marcha;1536;11/18/2024 3:23 PM;0019471;;CLOSED;4/6/2025 9:25 PM
1970968;10427;Vehiculo 10427 supera 60 dias sin descargar. Ultima registrada el 03/09/2024;4124;11/12/2024 7:01 AM;MAXADMIN;;CLOSED;2/16/2025 4:42 PM
1967321;10394;Señal de averia en AA;1594;11/6/2024 4:25 PM;0015382;;CLOSED;2/23/2025 4:51 PM
1966685;3705;Monitor TV mal;1676;11/5/2024 8:35 PM;0008951;;CLOSED;2/23/2025 4:53 PM
PIC876729_100;13009;Revisión y comunicación de testigos durante Autochecking del vehículo: las correas chirrían mucho e;1608;11/6/2024 10:27 AM;0009126;;CLOSED;2/16/2025 2:47 PM
1972069;3593;Revisteros Portugal el sabado;1714;11/13/2024 6:58 PM;0012711;;CLOSED;3/30/2025 3:37 PM
1972070;3593;Lectura asiento 9-10 parpadea sola me dicen que marea;1734;11/13/2024 6:58 PM;0012711;;CLOSED;3/30/2025 3:37 PM
1972071;3593;De adentro no tiene guillotina y entra para adentro;1740;11/13/2024 6:58 PM;0012711;;CLOSED;2/16/2025 3:42 PM
1965955;10561;fallo reiteradamente de temperatura de escape. Subida a 65km/h;1516;11/4/2024 8:57 PM;0013736;;CLOSED;2/9/2025 3:49 PM
1968186;13059;Vibra mucho;1567;11/8/2024 1:33 AM;0015509;;CLOSED;2/23/2025 4:18 PM
1968187;13059;Tiene escalón lateral las delanteras. Vibra mucho la dirección;1818;11/8/2024 1:33 AM;0015509;;CLOSED;2/23/2025 4:18 PM
HABILITAR ESPACIO PMR;10744;;;11/12/2024 11:26 AM;1462;;CLOSED;2/23/2025 3:08 PM
1971267;13009;Desgaste anormal de rueda????;1818;11/12/2024 3:48 PM;0060227;;CLOSED;2/16/2025 4:41 PM
1960949;10390;Va corto;1690;10/26/2024 7:46 PM;0060277;;CLOSED;3/16/2025 3:03 PM
1968139;10387;Va 98-99;1690;11/7/2024 10:39 PM;0060277;;NOPRO;11/8/2024 7:55 AM
1967563;3849;;;11/7/2024 6:42 AM;1320;;CLOSED;11/7/2024 6:50 AM
1968574;3769;Instalación Lytx nueva C-3769;;11/8/2024 9:31 AM;889;;CLOSED;11/20/2024 9:59 AM
1968656;10004;No funciona camara de marcha atras;1758;11/8/2024 1:39 PM;0038856;;CLOSED;3/2/2025 8:46 PM
1969144;10384;Revisar estado de cremallera.;1575;11/9/2024 7:55 AM;0014983;;CLOSED;3/2/2025 8:46 PM
1969145;10384;Eje tracción  no les queda mucho para cambiar;1818;11/9/2024 7:55 AM;0014983;;CLOSED;3/2/2025 8:46 PM
1969219;10400;Falta Palanca plaza 4 y plaza 26 baja y no sube;1720;11/9/2024 4:08 PM;0037555;;CLOSED;3/2/2025 3:29 PM
1969220;10400;Parte delantera y trasera por las 2 esquinas y por la parte central zona de la puerta trasera;1785;11/9/2024 4:08 PM;0037555;;CLOSED;2/16/2025 4:14 PM
1969296;10400;Sistema de refrigeración averiado;1594;11/9/2024 11:07 PM;0037555;;CLOSED;3/9/2025 3:22 PM
1965954;10561;varias butacas sin palanca para reclinar y al menos una que no vuelve s su posición;1720;11/4/2024 8:57 PM;0013736;;CLOSED;2/9/2025 3:49 PM
0570-2024-000033;10409;PILOTO TRASERO IZQUIERDO Y CHAPA;1845;11/12/2024 2:13 PM;MXINTADM;364;RESOLVED;4/25/2025 12:51 PM
1966612;13006;Luna delantera muy rajada;1799;11/5/2024 3:14 PM;0034234;;CLOSED;3/2/2025 3:27 PM
1966640;3698;Microfono mal;1680;11/5/2024 5:20 PM;0005499;;CLOSED;2/23/2025 5:03 PM
1973293;10496;Vehiculo 10496 supera 80 dias sin descargar. Ultima registrada el 23/08/2024;4125;11/15/2024 7:01 AM;MAXADMIN;;CLOSED;3/2/2025 2:58 PM
1973307;2711;Vehiculo 2711 supera 80 dias sin descargar. Ultima registrada el 26/08/2024;4125;11/15/2024 7:01 AM;MAXADMIN;;CLOSED;3/2/2025 6:20 PM
1973367;10825;Maletero mal;1781;11/15/2024 9:39 AM;0007455;;CLOSED;3/2/2025 8:02 PM
1974277;13558;sustitución filtro combustible a efectuar;1636;11/17/2024 6:13 AM;0019923;;CLOSED;3/16/2025 3:57 PM
1974987;10638;Vehiculo 10638 supera 80 dias sin descargar. Ultima registrada el 11/04/2024;4125;11/18/2024 7:00 AM;MAXADMIN;;RESOLVED;11/18/2024 8:16 AM
1961469;11163;Forro frenos insuficiente;1634;10/27/2024 11:42 PM;0015109;;CLOSED;10/28/2024 1:58 PM
1968140;10387;Me ha saltado testigo mando accionamiento puerta 1 en rojo luego se ha apagado;1775;11/7/2024 10:39 PM;0060277;;CLOSED;2/16/2025 5:10 PM
1968763;13422;Puerta delantera mal;1775;11/8/2024 8:25 PM;0060219;;CLOSED;2/16/2025 3:56 PM
1969198;3783;Puerta maletero de depósito gasoil lado entrada pasajeros ,tornillos pasados esta sujeta con cinta;1781;11/9/2024 2:05 PM;0008710;;CLOSED;2/16/2025 3:11 PM
1969639;10381;Se enciende error temperatura en el climatizador;1636;11/10/2024 7:38 AM;0030712;;CLOSED;5/4/2025 2:24 PM
1963827;10662;ELEVALUNAS  ROTO;;10/31/2024 4:29 PM;1354;;CLOSED;2/16/2025 4:42 PM
1966486;10391;Desgaste anormal de rueda;1818;11/5/2024 11:25 AM;0032323;364;RESOLVED;1/27/2025 7:41 AM
1965545;10638;Vehiculo 10638 supera 80 dias sin descargar. Ultima registrada el 11/04/2024;4125;11/4/2024 7:00 AM;MAXADMIN;;RESOLVED;11/4/2024 8:18 AM
1965910;11186;Elevalunas conductor mal;2022;11/4/2024 5:39 PM;0010542;;CLOSED;2/9/2025 3:50 PM
1967054;3650;Vehiculo 3650 supera 80 dias sin descargar. Ultima registrada el 03/07/2024;4125;11/6/2024 7:00 AM;MAXADMIN;;RESOLVED;11/6/2024 8:54 AM
1974437;13062;Vehiculo 13062 supera 80 dias sin descargar. Ultima registrada el 24/06/2024;4125;11/17/2024 7:00 AM;MAXADMIN;;CLOSED;11/29/2024 8:21 PM
1974621;13063;No encienden pantallas (indicar cuales);4009;11/17/2024 8:44 AM;0015071;;CLOSED;3/23/2025 10:47 PM
1972720;13560;REPARAR LUNA ASTURCRIS;;11/14/2024 4:26 PM;733;;PLAN;11/14/2024 4:26 PM
1972797;10429;Reposapies mal???;2014;11/14/2024 8:23 PM;0060227;;CLOSED;2/23/2025 3:49 PM
1973448;10439;-;1795;11/15/2024 1:27 PM;0017581;;NOPRO;11/15/2024 2:14 PM
1969005;10638;Vehiculo 10638 supera 80 dias sin descargar. Ultima registrada el 11/04/2024;4125;11/9/2024 7:00 AM;MAXADMIN;;RESOLVED;11/11/2024 6:45 AM
1975793;3650;Vehiculo 3650 supera 80 dias sin descargar. Ultima registrada el 03/07/2024;4125;11/19/2024 7:00 AM;MAXADMIN;;RESOLVED;11/19/2024 7:08 AM
PIC875509_100;10424;Revisión y comunicación de testigos durante Autochecking del vehículo: tacógrafo calibración en vei;1608;11/2/2024 6:23 AM;0009126;;CLOSED;3/2/2025 6:33 PM
1969041;3650;Vehiculo 3650 supera 80 dias sin descargar. Ultima registrada el 03/07/2024;4125;11/9/2024 7:00 AM;MAXADMIN;;RESOLVED;11/11/2024 6:45 AM
1977523;10409;;;11/21/2024 12:55 PM;418;364;CLOSED;2/23/2025 5:10 PM
1968628;4042;Instalación Lytx nueva C-4042;;11/8/2024 12:27 PM;889;;CLOSED;11/20/2024 9:59 AM
1969648;11173;ir a estacion  rev rampa mover asiento pmr;;11/10/2024 9:26 AM;736;;CLOSED;2/23/2025 4:52 PM
1970337;11162;y ha gastado más adblu desde Santiago hasta Ponferrada que gasoil;1516;11/11/2024 4:04 PM;0053528;;RESOLVED;11/19/2024 12:13 PM
1968759;13253;No funciona sonido advertencia marcha atrás.;1636;11/8/2024 8:08 PM;0002961;;CLOSED;4/20/2025 2:19 PM
1968080;10424;Pantalla de la plaza 62 rota.;4047;11/7/2024 5:58 PM;0001103;;CLOSED;2/16/2025 4:28 PM
1974667;4696;Puerta WC mal;1742;11/17/2024 3:02 PM;0007332;;CLOSED;3/2/2025 2:53 PM
1974682;10429;Reposapiernas mal;2016;11/17/2024 3:40 PM;0060227;;NOPRO;11/17/2024 8:34 PM
1959991;13242;maletero tra izq doblado;;10/25/2024 1:29 AM;1387;;CLOSED;2/2/2025 2:23 PM
1964385;10660;Señal de averia en AA;1594;11/1/2024 9:09 PM;0014986;;CLOSED;2/9/2025 3:44 PM
1964395;10004;La pantalla no funciona,ni en la marcha atrás,no en la apertura de puerta trasera;1758;11/1/2024 10:11 PM;0005870;;CLOSED;2/9/2025 3:15 PM
1967937;3891;Líquido de dirección, sale fallo en cuadro.;1524;11/7/2024 11:53 AM;0019749;;CLOSED;2/9/2025 3:44 PM
1967938;3891;Ruido de entrada de aire por puerta delantera cuando va a velocidad alta.;1775;11/7/2024 11:53 AM;0019749;;CLOSED;2/9/2025 3:44 PM
1959958;10413;se enciende la alarma de : Comprobador Offboard conectado.;1636;10/24/2024 10:46 PM;0001569;;NOPRO;10/25/2024 7:03 AM
1959990;13242;luna rota lateral izq;;10/25/2024 1:23 AM;1387;;CLOSED;2/2/2025 2:23 PM
1969684;10817;Fuga agua;1522;11/10/2024 1:10 PM;0001729;;CLOSED;2/23/2025 4:52 PM
1964751;10660;no funciona calefacion;;11/2/2024 8:42 AM;1082;371;CLOSED;2/9/2025 3:50 PM
1964762;11176;Sin potencia, limita RPM;1520;11/2/2024 9:45 AM;0019993;;CLOSED;2/23/2025 4:52 PM
1965738;11178;Faltan Luces interior del piso de arriba;1732;11/4/2024 10:31 AM;0056586;;CLOSED;2/23/2025 4:51 PM
1969785;11283;Da fallo al introducir la tarjeta, y en otras , al extraer la tarjeta se bloquea y no acepta datos.;1690;11/10/2024 10:21 PM;0033546;;CLOSED;3/30/2025 3:31 PM
1969999;13062;Vehiculo 13062 supera 80 dias sin descargar. Ultima registrada el 24/06/2024;4125;11/11/2024 7:00 AM;MAXADMIN;;CLOSED;11/30/2024 12:21 PM
1970090;10370;Vehiculo 10370 supera 80 dias sin descargar. Ultima registrada el 20/08/2024;4125;11/11/2024 7:01 AM;MAXADMIN;;CLOSED;11/15/2024 8:20 PM
1966517;3832;Se va a la derecha.;1563;11/5/2024 12:33 PM;0019749;;CLOSED;2/9/2025 2:39 PM
1966518;3832;Fallos en cuadro de filtro antiparticulas, sensor líquido refrigerante y sensor neumáticos.;4337;11/5/2024 12:33 PM;0019749;;CLOSED;2/9/2025 2:39 PM
1967467;10393;mucho olor en albacete le tire liquido azul y lejía pero dentro en plazas traseras detrás ade puert;4062;11/7/2024;0017863;;NOPRO;11/7/2024 7:04 AM
1960905;13023;No corta la calefacción, 33 grados planta de arriba;1600;10/26/2024 4:11 PM;0031255;;CLOSED;2/23/2025 4:51 PM
1974091;3784;se enciende el testigo de sobrecalentamiento cuando quiere y deja de actuar;1542;11/16/2024 12:17 PM;0066871;;CLOSED;2/16/2025 4:41 PM
1974114;10430;se ha encendido en mitad de viaje el testigo que el sistema de refrigeración no funciona;1636;11/16/2024 3:04 PM;0009126;;CLOSED;3/9/2025 3:24 PM
1960538;10802;-;1516;10/26/2024 3:09 AM;0019525;;RESOLVED;10/28/2024 7:02 AM
1960788;10497;Vehiculo 10497 supera 80 dias sin descargar. Ultima registrada el 30/07/2024;4125;10/26/2024 7:00 AM;MAXADMIN;;CLOSED;2/23/2025 4:13 PM
1968840;13023;-;1932;11/9/2024 4:32 AM;0037536;;NOPRO;11/9/2024 4:56 PM
1975020;13062;Vehiculo 13062 supera 80 dias sin descargar. Ultima registrada el 24/06/2024;4125;11/18/2024 7:00 AM;MAXADMIN;;CLOSED;11/29/2024 4:21 PM
1975024;3650;Vehiculo 3650 supera 80 dias sin descargar. Ultima registrada el 03/07/2024;4125;11/18/2024 7:00 AM;MAXADMIN;;RESOLVED;11/18/2024 8:21 AM
1964916;4341;en cuesta abajo cuando pones el retarder la temperatura sube al máximo;1510;11/3/2024 1:32 AM;0019525;;CLOSED;2/23/2025 4:51 PM
1960339;10648;Número 119 y 120 rotos amortiguadores del respaldo;1720;10/25/2024 10:37 AM;0054836;;CLOSED;2/16/2025 5:04 PM
1960437;3692;Sale fallo motor. El indicador de combustible tan pronto está marcado lleno como marca 0;1636;10/25/2024 4:28 PM;0039769;;CLOSED;11/7/2024 6:48 PM
1969966;10638;Vehiculo 10638 supera 80 dias sin descargar. Ultima registrada el 11/04/2024;4125;11/11/2024 7:00 AM;MAXADMIN;;RESOLVED;11/11/2024 7:22 AM
1975502;13422;Luces cruce mal;1662;11/18/2024 7:32 PM;0033407;;CLOSED;3/23/2025 10:45 PM
1970440;13022;Fallo en sistema adblue;1512;11/11/2024 8:58 PM;0031240;;CLOSED;2/23/2025 4:53 PM
1971918;4045;CAE AGUA LADO CONDUCTOR;;11/13/2024 10:35 AM;418;362;CLOSED;2/23/2025 2:49 PM
1970978;4943;Vehiculo 4943 supera 60 dias sin descargar. Ultima registrada el 04/09/2024;4124;11/12/2024 7:01 AM;MAXADMIN;;CLOSED;3/2/2025 4:10 PM
1971158;10740;Luna delantera muy rajada;1799;11/12/2024 12:02 PM;0039082;;PREVIOUS;11/12/2024 4:44 PM
1975273;11163;Hace mucho ruido la suspensión delantera;1555;11/18/2024 10:47 AM;0002969;;CLOSED;3/30/2025 4:09 PM
1974578;10496;Vehiculo 10496 supera 80 dias sin descargar. Ultima registrada el 23/08/2024;4125;11/17/2024 7:01 AM;MAXADMIN;;CLOSED;3/2/2025 2:58 PM
1974595;4330;Vehiculo 4330 supera 80 dias sin descargar. Ultima registrada el 26/08/2024;4125;11/17/2024 7:01 AM;MAXADMIN;;PREVIOUS;11/19/2024 12:47 PM
1966637;10412;REPARAR LUNA PARABRISAS (05/11/2024);;11/5/2024 4:57 PM;1383;;CLOSED;2/23/2025 4:05 PM
PIC878632_142;10383;Revisión y comunicación de testigos de avería que detecten anomalías durante el Autochecking del ve;1608;11/13/2024 10:02 AM;0009126;;CLOSED;3/2/2025 6:32 PM
1971909;10649;Se enciende señal Bateria-Alternador;1632;11/13/2024 10:24 AM;0006524;;CLOSED;3/16/2025 3:57 PM
1972401;13062;Vehiculo 13062 supera 80 dias sin descargar. Ultima registrada el 24/06/2024;4125;11/14/2024 7:00 AM;MAXADMIN;;CLOSED;11/30/2024
